KNOTE,BEZEI,CITY,REGIO
BA2925931,Quixabeira - BA,Quixabeira,BA
BA2925956,Rafael Jambeiro - BA,Rafael Jambeiro,BA
BA2926004,Remanso - BA,Remanso,BA
BA2926103,Retirolândia - BA,Retirolândia,BA
BA2926202,Riachão Das Neves - BA,Riachão Das Neves,BA
BA2926301,Riachão Do Jacuípe - BA,Riachão Do Jacuípe,BA
BA2926400,Riacho De Santana - BA,Riacho De Santana,BA
BA2926509,Ribeira Do Amparo - BA,Ribeira Do Amparo,BA
BA2926608,Ribeira Do Pombal - BA,Ribeira Do Pombal,BA
BA2926657,Ribeirão Do Largo - BA,Ribeirão Do Largo,BA
BA2926707,Rio De Contas - BA,Rio De Contas,BA
BA2926806,Rio Do Antônio - BA,Rio Do Antônio,BA
BA2926905,Rio Do Pires - BA,Rio Do Pires,BA
BA2927002,Rio Real - BA,Rio Real,BA
BA2927101,Rodelas - BA,Rodelas,BA
BA2927200,Ruy Barbosa - BA,Ruy Barbosa,BA
BA2927309,Salinas Da Margarida - BA,Salinas Da Margarida,BA
BA2927408,Salvador - BA,Salvador,BA
BA2927507,Santa Bárbara - BA,Santa Bárbara,BA
BA2927606,Santa Brígida - BA,Santa Brígida,BA
BA2927705,Santa Cruz Cabrália - BA,Santa Cruz Cabrália,BA
BA2927804,Santa Cruz Da Vitória - BA,Santa Cruz Da Vitória,BA
BA2927903,Santa Inês - BA,Santa Inês,BA
BA2928000,Santaluz - BA,Santaluz,BA
BA2928059,Santa Luzia - BA,Santa Luzia,BA
BA2928109,Santa Maria Da Vitória - BA,Santa Maria Da Vitória,BA
BA2928208,Santana - BA,Santana,BA
BA2928307,Santanópolis - BA,Santanópolis,BA
BA2928406,Santa Rita De Cássia - BA,Santa Rita De Cássia,BA
BA2928505,Santa Teresinha - BA,Santa Teresinha,BA
BA2928604,Santo Amaro - BA,Santo Amaro,BA
BA2928703,Santo Antônio De Jesus - BA,Santo Antônio De Jesus,BA
BA2928802,Santo Estêvão - BA,Santo Estêvão,BA
BA2928901,São Desidério - BA,São Desidério,BA
BA2928950,São Domingos - BA,São Domingos,BA
BA2929008,São Félix - BA,São Félix,BA
BA2929057,São Félix Do Coribe - BA,São Félix Do Coribe,BA
BA2929107,São Felipe - BA,São Felipe,BA
BA2929206,São Francisco Do Conde - BA,São Francisco Do Conde,BA
BA2929255,São Gabriel - BA,São Gabriel,BA
BA2929305,São Gonçalo Dos Campos - BA,São Gonçalo Dos Campos,BA
BA2929354,São José Da Vitória - BA,São José Da Vitória,BA
BA2929370,São José Do Jacuípe - BA,São José Do Jacuípe,BA
BA2929404,São Miguel Das Matas - BA,São Miguel Das Matas,BA
BA2929503,São Sebastião Do Passé - BA,São Sebastião Do Passé,BA
BA2929602,Sapeaçu - BA,Sapeaçu,BA
BA2929701,Sátiro Dias - BA,Sátiro Dias,BA
BA2929750,Saubara - BA,Saubara,BA
BA2929800,Saúde - BA,Saúde,BA
BA2929909,Seabra - BA,Seabra,BA
BA2930006,Sebastião Laranjeiras - BA,Sebastião Laranjeiras,BA
BA2930105,Senhor Do Bonfim - BA,Senhor Do Bonfim,BA
BA2930154,Serra Do Ramalho - BA,Serra Do Ramalho,BA
BA2930204,Sento Sé - BA,Sento Sé,BA
BA2930303,Serra Dourada - BA,Serra Dourada,BA
BA2930402,Serra Preta - BA,Serra Preta,BA
BA2930501,Serrinha - BA,Serrinha,BA
BA2930600,Serrolândia - BA,Serrolândia,BA
BA2930709,Simões Filho - BA,Simões Filho,BA
BA2930758,Sítio Do Mato - BA,Sítio Do Mato,BA
BA2930766,Sítio Do Quinto - BA,Sítio Do Quinto,BA
BA2930774,Sobradinho - BA,Sobradinho,BA
BA2930808,Souto Soares - BA,Souto Soares,BA
BA2930907,Tabocas Do Brejo Velho - BA,Tabocas Do Brejo Velho,BA
BA2931004,Tanhaçu - BA,Tanhaçu,BA
BA2931053,Tanque Novo - BA,Tanque Novo,BA
BA2931103,Tanquinho - BA,Tanquinho,BA
BA2931202,Taperoá - BA,Taperoá,BA
BA2931301,Tapiramutá - BA,Tapiramutá,BA
BA2931350,Teixeira De Freitas - BA,Teixeira De Freitas,BA
BA2931400,Teodoro Sampaio - BA,Teodoro Sampaio,BA
BA2931509,Teofilândia - BA,Teofilândia,BA
BA2931608,Teolândia - BA,Teolândia,BA
BA2931707,Terra Nova - BA,Terra Nova,BA
BA2931806,Tremedal - BA,Tremedal,BA
BA2931905,Tucano - BA,Tucano,BA
BA2932002,Uauá - BA,Uauá,BA
BA2932101,Ubaíra - BA,Ubaíra,BA
BA2932200,Ubaitaba - BA,Ubaitaba,BA
BA2932309,Ubatã - BA,Ubatã,BA
BA2932408,Uibaí - BA,Uibaí,BA
BA2932457,Umburanas - BA,Umburanas,BA
BA2932507,Una - BA,Una,BA
BA2932606,Urandi - BA,Urandi,BA
BA2932705,Uruçuca - BA,Uruçuca,BA
BA2932804,Utinga - BA,Utinga,BA
BA2932903,Valença - BA,Valença,BA
BA2933000,Valente - BA,Valente,BA
BA2933059,Várzea Da Roça - BA,Várzea Da Roça,BA
BA2933109,Várzea Do Poço - BA,Várzea Do Poço,BA
BA2933158,Várzea Nova - BA,Várzea Nova,BA
BA2933174,Varzedo - BA,Varzedo,BA
BA2933208,Vera Cruz - BA,Vera Cruz,BA
BA2933257,Vereda - BA,Vereda,BA
BA2933307,Vitória Da Conquista - BA,Vitória Da Conquista,BA
BA2933406,Wagner - BA,Wagner,BA
BA2933455,Wanderley - BA,Wanderley,BA
BA2933505,Wenceslau Guimarães - BA,Wenceslau Guimarães,BA
BA2933604,Xique-Xique - BA,Xique-Xique,BA
CE2300101,Abaiara - CE,Abaiara,CE
CE2300150,Acarapé - CE,Acarapé,CE
CE2300200,Acaraú - CE,Acaraú,CE
CE2300309,Acopiara - CE,Acopiara,CE
CE2300408,Aiuaba - CE,Aiuaba,CE
CE2300507,Alcântaras - CE,Alcântaras,CE
CE2300606,Altaneira - CE,Altaneira,CE
CE2300705,Alto Santo - CE,Alto Santo,CE
CE2300754,Amontada - CE,Amontada,CE
CE2300804,Antonina Do Norte - CE,Antonina Do Norte,CE
CE2300903,Apuiarés - CE,Apuiarés,CE
CE2301000,Aquiraz - CE,Aquiraz,CE
CE2301109,Aracati - CE,Aracati,CE
CE2301208,Aracoiaba - CE,Aracoiaba,CE
CE2301257,Ararendá - CE,Ararendá,CE
CE2301307,Araripe - CE,Araripe,CE
CE2301406,Aratuba - CE,Aratuba,CE
CE2301505,Arneiroz - CE,Arneiroz,CE
CE2301604,Assaré - CE,Assaré,CE
CE2301703,Aurora - CE,Aurora,CE
CE2301802,Baixio - CE,Baixio,CE
CE2301851,Banabuiú - CE,Banabuiú,CE
CE2301901,Barbalha - CE,Barbalha,CE
CE2301950,Barreira - CE,Barreira,CE
CE2302008,Barro - CE,Barro,CE
CE2302057,Barroquinha - CE,Barroquinha,CE
CE2302107,Baturité - CE,Baturité,CE
CE2302206,Beberibe - CE,Beberibe,CE
CE2302305,Bela Cruz - CE,Bela Cruz,CE
CE2302404,Boa Viagem - CE,Boa Viagem,CE
CE2302503,Brejo Santo - CE,Brejo Santo,CE
CE2302602,Camocim - CE,Camocim,CE
CE2302701,Campos Sales - CE,Campos Sales,CE
CE2302800,Canindé - CE,Canindé,CE
CE2302909,Capistrano - CE,Capistrano,CE
CE2303006,Caridade - CE,Caridade,CE
CE2303105,Cariré - CE,Cariré,CE
CE2303204,Caririaçu - CE,Caririaçu,CE
CE2303303,Cariús - CE,Cariús,CE
CE2303402,Carnaubal - CE,Carnaubal,CE
CE2303501,Cascavel - CE,Cascavel,CE
CE2303600,Catarina - CE,Catarina,CE
CE2303659,Catunda - CE,Catunda,CE
CE2303709,Caucaia - CE,Caucaia,CE
CE2303808,Cedro - CE,Cedro,CE
CE2303907,Chaval - CE,Chaval,CE
CE2303931,Choró - CE,Choró,CE
CE2303956,Chorozinho - CE,Chorozinho,CE
CE2304004,Coreaú - CE,Coreaú,CE
CE2304103,Crateús - CE,Crateús,CE
CE2304202,Crato - CE,Crato,CE
CE2304236,Croatá - CE,Croatá,CE
CE2304251,Cruz - CE,Cruz,CE
CE2304269,Deputado Irapuan Pinheiro - CE,Deputado Irapuan Pinheiro,CE
CE2304277,Ererê - CE,Ererê,CE
CE2304285,Eusébio - CE,Eusébio,CE
CE2304301,Farias Brito - CE,Farias Brito,CE
CE2304350,Forquilha - CE,Forquilha,CE
CE2304400,Fortaleza - CE,Fortaleza,CE
CE2304459,Fortim - CE,Fortim,CE
CE2304509,Frecheirinha - CE,Frecheirinha,CE
CE2304608,General Sampaio - CE,General Sampaio,CE
CE2304657,Graça - CE,Graça,CE
CE2304707,Granja - CE,Granja,CE
CE2304806,Granjeiro - CE,Granjeiro,CE
CE2304905,Groaíras - CE,Groaíras,CE
CE2304954,Guaiúba - CE,Guaiúba,CE
CE2305001,Guaraciaba Do Norte - CE,Guaraciaba Do Norte,CE
CE2305100,Guaramiranga - CE,Guaramiranga,CE
CE2305209,Hidrolândia - CE,Hidrolândia,CE
CE2305233,Horizonte - CE,Horizonte,CE
CE2305266,Ibaretama - CE,Ibaretama,CE
CE2305308,Ibiapina - CE,Ibiapina,CE
CE2305332,Ibicuitinga - CE,Ibicuitinga,CE
CE2305357,Icapuí - CE,Icapuí,CE
CE2305407,Icó - CE,Icó,CE
CE2305506,Iguatu - CE,Iguatu,CE
CE2305605,Independência - CE,Independência,CE
CE2305654,Ipaporanga - CE,Ipaporanga,CE
CE2305704,Ipaumirim - CE,Ipaumirim,CE
CE2305803,Ipu - CE,Ipu,CE
CE2305902,Ipueiras - CE,Ipueiras,CE
CE2306009,Iracema - CE,Iracema,CE
CE2306108,Irauçuba - CE,Irauçuba,CE
CE2306207,Itaiçaba - CE,Itaiçaba,CE
CE2306256,Itaitinga - CE,Itaitinga,CE
CE2306306,Itapagé - CE,Itapagé,CE
CE2306405,Itapipoca - CE,Itapipoca,CE
CE2306504,Itapiúna - CE,Itapiúna,CE
CE2306553,Itarema - CE,Itarema,CE
CE2306603,Itatira - CE,Itatira,CE
CE2306702,Jaguaretama - CE,Jaguaretama,CE
CE2306801,Jaguaribara - CE,Jaguaribara,CE
CE2306900,Jaguaribe - CE,Jaguaribe,CE
CE2307007,Jaguaruana - CE,Jaguaruana,CE
CE2307106,Jardim - CE,Jardim,CE
CE2307205,Jati - CE,Jati,CE
CE2307254,Jijoca De Jericoacoara - CE,Jijoca De Jericoacoara,CE
CE2307304,Juazeiro Do Norte - CE,Juazeiro Do Norte,CE
CE2307403,Jucás - CE,Jucás,CE
CE2307502,Lavras Da Mangabeira - CE,Lavras Da Mangabeira,CE
CE2307601,Limoeiro Do Norte - CE,Limoeiro Do Norte,CE
CE2307635,Madalena - CE,Madalena,CE
CE2307650,Maracanaú - CE,Maracanaú,CE
CE2307700,Maranguape - CE,Maranguape,CE
CE2307809,Marco - CE,Marco,CE
CE2307908,Martinópole - CE,Martinópole,CE
CE2308005,Massapê - CE,Massapê,CE
CE2308104,Mauriti - CE,Mauriti,CE
CE2308203,Meruoca - CE,Meruoca,CE
CE2308302,Milagres - CE,Milagres,CE
CE2308351,Milhã - CE,Milhã,CE
CE2308377,Miraíma - CE,Miraíma,CE
CE2308401,Missão Velha - CE,Missão Velha,CE
CE2308500,Mombaça - CE,Mombaça,CE
CE2308609,Monsenhor Tabosa - CE,Monsenhor Tabosa,CE
CE2308708,Morada Nova - CE,Morada Nova,CE
CE2308807,Moraújo - CE,Moraújo,CE
CE2308906,Morrinhos - CE,Morrinhos,CE
CE2309003,Mucambo - CE,Mucambo,CE
CE2309102,Mulungu - CE,Mulungu,CE
CE2309201,Nova Olinda - CE,Nova Olinda,CE
CE2309300,Nova Russas - CE,Nova Russas,CE
CE2309409,Novo Oriente - CE,Novo Oriente,CE
CE2309458,Ocara - CE,Ocara,CE
CE2309508,Orós - CE,Orós,CE
CE2309607,Pacajus - CE,Pacajus,CE
CE2309706,Pacatuba - CE,Pacatuba,CE
CE2309805,Pacoti - CE,Pacoti,CE
CE2309904,Pacujá - CE,Pacujá,CE
CE2310001,Palhano - CE,Palhano,CE
CE2310100,Palmácia - CE,Palmácia,CE
CE2310209,Paracuru - CE,Paracuru,CE
CE2310258,Paraipaba - CE,Paraipaba,CE
CE2310308,Parambu - CE,Parambu,CE
CE2310407,Paramoti - CE,Paramoti,CE
CE2310506,Pedra Branca - CE,Pedra Branca,CE
CE2310605,Penaforte - CE,Penaforte,CE
CE2310704,Pentecoste - CE,Pentecoste,CE
CE2310803,Pereiro - CE,Pereiro,CE
CE2310852,Pindoretama - CE,Pindoretama,CE
CE2310902,Piquet Carneiro - CE,Piquet Carneiro,CE
CE2310951,Pires Ferreira - CE,Pires Ferreira,CE
CE2311009,Poranga - CE,Poranga,CE
CE2311108,Porteiras - CE,Porteiras,CE
CE2311207,Potengi - CE,Potengi,CE
CE2311231,Potiretama - CE,Potiretama,CE
CE2311264,Quiterianópolis - CE,Quiterianópolis,CE
CE2311306,Quixadá - CE,Quixadá,CE
CE2311355,Quixelô - CE,Quixelô,CE
CE2311405,Quixeramobim - CE,Quixeramobim,CE
CE2311504,Quixeré - CE,Quixeré,CE
CE2311603,Redenção - CE,Redenção,CE
CE2311702,Reriutaba - CE,Reriutaba,CE
CE2311801,Russas - CE,Russas,CE
CE2311900,Saboeiro - CE,Saboeiro,CE
CE2311959,Salitre - CE,Salitre,CE
CE2312007,Santana Do Acaraú - CE,Santana Do Acaraú,CE
CE2312106,Santana Do Cariri - CE,Santana Do Cariri,CE
CE2312205,Santa Quitéria - CE,Santa Quitéria,CE
CE2312304,São Benedito - CE,São Benedito,CE
CE2312403,São Gonçalo Do Amarante - CE,São Gonçalo Do Amarante,CE
CE2312502,São João Do Jaguaribe - CE,São João Do Jaguaribe,CE
CE2312601,São Luís Do Curu - CE,São Luís Do Curu,CE
CE2312700,Senador Pompeu - CE,Senador Pompeu,CE
CE2312809,Senador Sá - CE,Senador Sá,CE
CE2312908,Sobral - CE,Sobral,CE
CE2313005,Solonópole - CE,Solonópole,CE
CE2313104,Tabuleiro Do Norte - CE,Tabuleiro Do Norte,CE
CE2313203,Tamboril - CE,Tamboril,CE
CE2313252,Tarrafas - CE,Tarrafas,CE
CE2313302,Tauá - CE,Tauá,CE
CE2313351,Tejuçuoca - CE,Tejuçuoca,CE
CE2313401,Tianguá - CE,Tianguá,CE
CE2313500,Trairi - CE,Trairi,CE
CE2313559,Tururu - CE,Tururu,CE
CE2313609,Ubajara - CE,Ubajara,CE
CE2313708,Umari - CE,Umari,CE
CE2313757,Umirim - CE,Umirim,CE
CE2313807,Uruburetama - CE,Uruburetama,CE
CE2313906,Uruoca - CE,Uruoca,CE
CE2313955,Varjota - CE,Varjota,CE
CE2314003,Várzea Alegre - CE,Várzea Alegre,CE
CE2314102,Viçosa Do Ceará - CE,Viçosa Do Ceará,CE
DF5300108,Brasília - DF,Brasília,DF
ES3200102,Afonso Cláudio - ES,Afonso Cláudio,ES
ES3200136,Águia Branca - ES,Águia Branca,ES
ES3200169,Água Doce Do Norte - ES,Água Doce Do Norte,ES
ES3200201,Alegre - ES,Alegre,ES
ES3200300,Alfredo Chaves - ES,Alfredo Chaves,ES
ES3200359,Alto Rio Novo - ES,Alto Rio Novo,ES
ES3200409,Anchieta - ES,Anchieta,ES
ES3200508,Apiacá - ES,Apiacá,ES
ES3200607,Aracruz - ES,Aracruz,ES
ES3200706,Atilio Vivacqua - ES,Atilio Vivacqua,ES
ES3200805,Baixo Guandu - ES,Baixo Guandu,ES
ES3200904,Barra De São Francisco - ES,Barra De São Francisco,ES
ES3201001,Boa Esperança - ES,Boa Esperança,ES
ES3201100,Bom Jesus Do Norte - ES,Bom Jesus Do Norte,ES
ES3201159,Brejetuba - ES,Brejetuba,ES
ES3201209,Cachoeiro De Itapemirim - ES,Cachoeiro De Itapemirim,ES
ES3201308,Cariacica - ES,Cariacica,ES
ES3201407,Castelo - ES,Castelo,ES
ES3201506,Colatina - ES,Colatina,ES
ES3201605,Conceição Da Barra - ES,Conceição Da Barra,ES
ES3201704,Conceição Do Castelo - ES,Conceição Do Castelo,ES
ES3201803,Divino De São Lourenço - ES,Divino De São Lourenço,ES
ES3201902,Domingos Martins - ES,Domingos Martins,ES
ES3202009,Dores Do Rio Preto - ES,Dores Do Rio Preto,ES
ES3202108,Ecoporanga - ES,Ecoporanga,ES
ES3202207,Fundão - ES,Fundão,ES
ES3202256,Governador Lindenberg - ES,Governador Lindenberg,ES
ES3202306,Guaçuí - ES,Guaçuí,ES
ES3202405,Guarapari - ES,Guarapari,ES
ES3202454,Ibatiba - ES,Ibatiba,ES
ES3202504,Ibiraçu - ES,Ibiraçu,ES
ES3202553,Ibitirama - ES,Ibitirama,ES
ES3202603,Iconha - ES,Iconha,ES
ES3202652,Irupi - ES,Irupi,ES
ES3202702,Itaguaçu - ES,Itaguaçu,ES
ES3202801,Itapemirim - ES,Itapemirim,ES
ES3202900,Itarana - ES,Itarana,ES
ES3203007,Iúna - ES,Iúna,ES
ES3203056,Jaguaré - ES,Jaguaré,ES
ES3203106,Jerônimo Monteiro - ES,Jerônimo Monteiro,ES
ES3203130,João Neiva - ES,João Neiva,ES
ES3203163,Laranja Da Terra - ES,Laranja Da Terra,ES
ES3203205,Linhares - ES,Linhares,ES
ES3203304,Mantenópolis - ES,Mantenópolis,ES
ES3203320,Marataízes - ES,Marataízes,ES
ES3203346,Marechal Floriano - ES,Marechal Floriano,ES
ES3203353,Marilândia - ES,Marilândia,ES
ES3203403,Mimoso Do Sul - ES,Mimoso Do Sul,ES
ES3203502,Montanha - ES,Montanha,ES
ES3203601,Mucurici - ES,Mucurici,ES
ES3203700,Muniz Freire - ES,Muniz Freire,ES
ES3203809,Muqui - ES,Muqui,ES
ES3203908,Nova Venécia - ES,Nova Venécia,ES
ES3204005,Pancas - ES,Pancas,ES
ES3204054,Pedro Canário - ES,Pedro Canário,ES
ES3204104,Pinheiros - ES,Pinheiros,ES
ES3204203,Piúma - ES,Piúma,ES
ES3204252,Ponto Belo - ES,Ponto Belo,ES
ES3204302,Presidente Kennedy - ES,Presidente Kennedy,ES
ES3204351,Rio Bananal - ES,Rio Bananal,ES
ES3204401,Rio Novo Do Sul - ES,Rio Novo Do Sul,ES
ES3204500,Santa Leopoldina - ES,Santa Leopoldina,ES
ES3204559,Santa Maria De Jetibá - ES,Santa Maria De Jetibá,ES
ES3204609,Santa Teresa - ES,Santa Teresa,ES
ES3204658,São Domingos Do Norte - ES,São Domingos Do Norte,ES
ES3204708,São Gabriel Da Palha - ES,São Gabriel Da Palha,ES
ES3204807,São José Do Calçado - ES,São José Do Calçado,ES
ES3204906,São Mateus - ES,São Mateus,ES
ES3204955,São Roque Do Canaã - ES,São Roque Do Canaã,ES
ES3205002,Serra - ES,Serra,ES
ES3205010,Sooretama - ES,Sooretama,ES
ES3205036,Vargem Alta - ES,Vargem Alta,ES
ES3205069,Venda Nova Do Imigrante - ES,Venda Nova Do Imigrante,ES
ES3205101,Viana - ES,Viana,ES
ES3205150,Vila Pavão - ES,Vila Pavão,ES
ES3205176,Vila Valério - ES,Vila Valério,ES
ES3205200,Vila Velha - ES,Vila Velha,ES
ES3205309,Vitória - ES,Vitória,ES
GO5200050,Abadia De Goiás - GO,Abadia De Goiás,GO
GO5200100,Abadiânia - GO,Abadiânia,GO
GO5200134,Acreúna - GO,Acreúna,GO
GO5200159,Adelândia - GO,Adelândia,GO
GO5200175,Água Fria De Goiás - GO,Água Fria De Goiás,GO
GO5200209,Água Limpa - GO,Água Limpa,GO
GO5200258,Águas Lindas De Goiás - GO,Águas Lindas De Goiás,GO
GO5200308,Alexânia - GO,Alexânia,GO
GO5200506,Aloândia - GO,Aloândia,GO
GO5200555,Alto Horizonte - GO,Alto Horizonte,GO
GO5200605,Alto Paraíso De Goiás - GO,Alto Paraíso De Goiás,GO
GO5200803,Alvorada Do Norte - GO,Alvorada Do Norte,GO
GO5200829,Amaralina - GO,Amaralina,GO
GO5200852,Americano Do Brasil - GO,Americano Do Brasil,GO
GO5200902,Amorinópolis - GO,Amorinópolis,GO
GO5201108,Anápolis - GO,Anápolis,GO
GO5201207,Anhanguera - GO,Anhanguera,GO
GO5201306,Anicuns - GO,Anicuns,GO
GO5201405,Aparecida De Goiânia - GO,Aparecida De Goiânia,GO
GO5201454,Aparecida Do Rio Doce - GO,Aparecida Do Rio Doce,GO
GO5201504,Aporé - GO,Aporé,GO
GO5201603,Araçu - GO,Araçu,GO
GO5201702,Aragarças - GO,Aragarças,GO
GO5201801,Aragoiânia - GO,Aragoiânia,GO
GO5202155,Araguapaz - GO,Araguapaz,GO
GO5202353,Arenópolis - GO,Arenópolis,GO
GO5202502,Aruanã - GO,Aruanã,GO
GO5202601,Aurilândia - GO,Aurilândia,GO
GO5202809,Avelinópolis - GO,Avelinópolis,GO
GO5203104,Baliza - GO,Baliza,GO
GO5203203,Barro Alto - GO,Barro Alto,GO
GO5203302,Bela Vista De Goiás - GO,Bela Vista De Goiás,GO
GO5203401,Bom Jardim De Goiás - GO,Bom Jardim De Goiás,GO
GO5203500,Bom Jesus De Goiás - GO,Bom Jesus De Goiás,GO
GO5203559,Bonfinópolis - GO,Bonfinópolis,GO
GO5203575,Bonópolis - GO,Bonópolis,GO
GO5203609,Brazabrantes - GO,Brazabrantes,GO
GO5203807,Britânia - GO,Britânia,GO
GO5203906,Buriti Alegre - GO,Buriti Alegre,GO
GO5203939,Buriti De Goiás - GO,Buriti De Goiás,GO
GO5203962,Buritinópolis - GO,Buritinópolis,GO
GO5204003,Cabeceiras - GO,Cabeceiras,GO
GO5204102,Cachoeira Alta - GO,Cachoeira Alta,GO
GO5204201,Cachoeira De Goiás - GO,Cachoeira De Goiás,GO
GO5204250,Cachoeira Dourada - GO,Cachoeira Dourada,GO
GO5204300,Caçu - GO,Caçu,GO
GO5204409,Caiapônia - GO,Caiapônia,GO
GO5204508,Caldas Novas - GO,Caldas Novas,GO
GO5204557,Caldazinha - GO,Caldazinha,GO
GO5204607,Campestre De Goiás - GO,Campestre De Goiás,GO
GO5204656,Campinaçu - GO,Campinaçu,GO
GO5204706,Campinorte - GO,Campinorte,GO
GO5204805,Campo Alegre De Goiás - GO,Campo Alegre De Goiás,GO
GO5204854,Campo Limpo De Goiás - GO,Campo Limpo De Goiás,GO
GO5204904,Campos Belos - GO,Campos Belos,GO
GO5204953,Campos Verdes - GO,Campos Verdes,GO
GO5205000,Carmo Do Rio Verde - GO,Carmo Do Rio Verde,GO
GO5205059,Castelândia - GO,Castelândia,GO
GO5205109,Catalão - GO,Catalão,GO
GO5205208,Caturaí - GO,Caturaí,GO
GO5205307,Cavalcante - GO,Cavalcante,GO
GO5205406,Ceres - GO,Ceres,GO
GO5205455,Cezarina - GO,Cezarina,GO
GO5205471,Chapadão Do Céu - GO,Chapadão Do Céu,GO
GO5205497,Cidade Ocidental - GO,Cidade Ocidental,GO
GO5205513,Cocalzinho De Goiás - GO,Cocalzinho De Goiás,GO
GO5205521,Colinas Do Sul - GO,Colinas Do Sul,GO
GO5205703,Córrego Do Ouro - GO,Córrego Do Ouro,GO
GO5205802,Corumbá De Goiás - GO,Corumbá De Goiás,GO
GO5205901,Corumbaíba - GO,Corumbaíba,GO
GO5206206,Cristalina - GO,Cristalina,GO
GO5206305,Cristianópolis - GO,Cristianópolis,GO
GO5206404,Crixás - GO,Crixás,GO
GO5206503,Cromínia - GO,Cromínia,GO
GO5206602,Cumari - GO,Cumari,GO
GO5206701,Damianópolis - GO,Damianópolis,GO
GO5206800,Damolândia - GO,Damolândia,GO
GO5206909,Davinópolis - GO,Davinópolis,GO
GO5207105,Diorama - GO,Diorama,GO
GO5207253,Doverlândia - GO,Doverlândia,GO
GO5207352,Edealina - GO,Edealina,GO
GO5207402,Edéia - GO,Edéia,GO
GO5207501,Estrela Do Norte - GO,Estrela Do Norte,GO
GO5207535,Faina - GO,Faina,GO
GO5207600,Fazenda Nova - GO,Fazenda Nova,GO
GO5207808,Firminópolis - GO,Firminópolis,GO
GO5207907,Flores De Goiás - GO,Flores De Goiás,GO
GO5208004,Formosa - GO,Formosa,GO
GO5208103,Formoso - GO,Formoso,GO
GO5208152,Gameleira De Goiás - GO,Gameleira De Goiás,GO
GO5208301,Divinópolis De Goiás - GO,Divinópolis De Goiás,GO
GO5208400,Goianápolis - GO,Goianápolis,GO
GO5208509,Goiandira - GO,Goiandira,GO
GO5208608,Goianésia - GO,Goianésia,GO
GO5208707,Goiânia - GO,Goiânia,GO
GO5208806,Goianira - GO,Goianira,GO
GO5208905,Goiás - GO,Goiás,GO
GO5209101,Goiatuba - GO,Goiatuba,GO
GO5209150,Gouvelândia - GO,Gouvelândia,GO
GO5209200,Guapó - GO,Guapó,GO
GO5209291,Guaraíta - GO,Guaraíta,GO
GO5209408,Guarani De Goiás - GO,Guarani De Goiás,GO
GO5209457,Guarinos - GO,Guarinos,GO
GO5209606,Heitoraí - GO,Heitoraí,GO
GO5209705,Hidrolândia - GO,Hidrolândia,GO
GO5209804,Hidrolina - GO,Hidrolina,GO
GO5209903,Iaciara - GO,Iaciara,GO
GO5209937,Inaciolândia - GO,Inaciolândia,GO
GO5209952,Indiara - GO,Indiara,GO
GO5210000,Inhumas - GO,Inhumas,GO
GO5210109,Ipameri - GO,Ipameri,GO
GO5210158,Ipiranga De Goiás - GO,Ipiranga De Goiás,GO
GO5210208,Iporá - GO,Iporá,GO
GO5210307,Israelândia - GO,Israelândia,GO
GO5210406,Itaberaí - GO,Itaberaí,GO
GO5210562,Itaguari - GO,Itaguari,GO
GO5210604,Itaguaru - GO,Itaguaru,GO
GO5210802,Itajá - GO,Itajá,GO
GO5210901,Itapaci - GO,Itapaci,GO
GO5211008,Itapirapuã - GO,Itapirapuã,GO
GO5211206,Itapuranga - GO,Itapuranga,GO
GO5211305,Itarumã - GO,Itarumã,GO
GO5211404,Itauçu - GO,Itauçu,GO
GO5211503,Itumbiara - GO,Itumbiara,GO
GO5211602,Ivolândia - GO,Ivolândia,GO
GO5211701,Jandaia - GO,Jandaia,GO
GO5211800,Jaraguá - GO,Jaraguá,GO
GO5211909,Jataí - GO,Jataí,GO
GO5212006,Jaupaci - GO,Jaupaci,GO
GO5212055,Jesúpolis - GO,Jesúpolis,GO
GO5212105,Joviânia - GO,Joviânia,GO
GO5212204,Jussara - GO,Jussara,GO
GO5212253,Lagoa Santa - GO,Lagoa Santa,GO
GO5212303,Leopoldo De Bulhões - GO,Leopoldo De Bulhões,GO
GO5212501,Luziânia - GO,Luziânia,GO
GO5212600,Mairipotaba - GO,Mairipotaba,GO
GO5212709,Mambaí - GO,Mambaí,GO
GO5212808,Mara Rosa - GO,Mara Rosa,GO
GO5212907,Marzagão - GO,Marzagão,GO
GO5212956,Matrinchã - GO,Matrinchã,GO
GO5213004,Maurilândia - GO,Maurilândia,GO
GO5213053,Mimoso De Goiás - GO,Mimoso De Goiás,GO
GO5213087,Minaçu - GO,Minaçu,GO
GO5213103,Mineiros - GO,Mineiros,GO
GO5213400,Moiporá - GO,Moiporá,GO
GO5213509,Monte Alegre De Goiás - GO,Monte Alegre De Goiás,GO
GO5213707,Montes Claros De Goiás - GO,Montes Claros De Goiás,GO
GO5213756,Montividiu - GO,Montividiu,GO
GO5213772,Montividiu Do Norte - GO,Montividiu Do Norte,GO
GO5213806,Morrinhos - GO,Morrinhos,GO
GO5213855,Morro Agudo De Goiás - GO,Morro Agudo De Goiás,GO
GO5213905,Mossâmedes - GO,Mossâmedes,GO
GO5214002,Mozarlândia - GO,Mozarlândia,GO
GO5214051,Mundo Novo - GO,Mundo Novo,GO
GO5214101,Mutunópolis - GO,Mutunópolis,GO
GO5214408,Nazário - GO,Nazário,GO
